id,name
2083,Sierra Leone-Mobile Celtel
2084,Sierra Leone-Mobile Comium
2085,Sierra Leone-Mobile Datatel
2086,Sierra Leone-Mobile Others
2087,Sierra Leone-Mobile Tigo
2088,Sierra Leone-Special Services
2089,Singapore
2090,Singapore-Mobile
2091,Slovakia
2092,Slovakia-Fixed Bratislava
2093,Slovakia-Mobile Orange
2094,Slovakia-Mobile Others
2095,Slovakia-Mobile T-Mobile
2096,Slovakia-Mobile Telefonica O2
2097,Slovenia
2098,Slovenia-Fixed IPKO
2099,Slovenia-Mobile IPKO
2100,Slovenia-Mobile Mobitel
2101,Slovenia-Mobile Others
2102,Slovenia-Mobile Simobil
2103,Slovenia-Mobile T2
2104,Slovenia-OLO
2368,Slovenia-Special Services
2105,Solomon Islands
2106,Somalia
2107,Somalia-Fixed Golis
2108,Somalia-Fixed Hormuud
2109,Somalia-Fixed Nationlink Somalia
2110,Somalia-Fixed Soltelco
2111,Somalia-Fixed Telcom
2112,Somalia-Fixed Teleso
2113,Somalia-Mobile
2114,Somalia-Special Services
2115,South Africa
2116,South Africa-Fixed Capetown
2117,South Africa-Fixed Johannesburg
2118,South Africa-Mobile CellC
2119,South Africa-Mobile MTN
2120,South Africa-Mobile Others
2121,South Africa-Mobile TELKOM
2122,South Africa-Mobile Vodacom
2123,South Africa-Special Services
2124,South Korea
2125,South Korea-Fixed Seoul
2126,South Korea-Mobile KTF
2127,South Korea-Mobile LGT
2128,South Korea-Mobile Others
2129,South Korea-Mobile SK
2130,South Sudan
2131,South Sudan-Mobile GEMTEL
2132,South Sudan-Mobile MOBTEL
2133,South Sudan-Mobile MTN
2134,South Sudan-Mobile Others
2135,South Sudan-Mobile VIVCEL
2136,Spain
2137,Spain-Fixed Canary Islands
2138,Spain-Mobile Movistar
2139,Spain-Mobile Orange
2140,Spain-Mobile Others
2141,Spain-Mobile Vodafone
2142,Spain-Mobile Xfera
2143,Spain-Special Services
2144,Spain-Toll Free Number
2145,Sri Lanka
2146,Sri Lanka-Fixed Lanka Bell
2147,Sri Lanka-Fixed MTN
2148,Sri Lanka-Fixed SLT
2149,Sri Lanka-Fixed WLL
2150,Sri Lanka-Mobile Bharti
2151,Sri Lanka-Mobile Dialog
2152,Sri Lanka-Mobile Hutch
2153,Sri Lanka-Mobile Mobitel
2154,Sri Lanka-Mobile Others
2155,Sri Lanka-Mobile Tigo
2156,St. Helena
2157,St. Kitts & Nevis
2158,St. Kitts & Nevis-Mobile Digicel
2159,St. Kitts & Nevis-Mobile Others
2160,St. Lucia
2161,St. Lucia-Mobile C&W
2162,St. Lucia-Mobile Digicel
2163,St. Lucia-Mobile Others
2164,St. Maarten
2165,St. Pierre & Miquelon
2166,St. Pierre & Miquelon-Mobile
2167,St. Vincent & Grenadines
2168,St. Vincent & Grenadines-Mobile Digicel
2169,St. Vincent & Grenadines-Mobile Others
2170,Sudan
2171,Sudan-Fixed Kanar
2172,Sudan-Fixed Khartoum
2173,Sudan-Mobile Mobtel
2174,Sudan-Mobile MTN
2175,Sudan-Mobile Netforce
2176,Sudan-Mobile Others
2177,Sudan-Mobile Sudatel
2178,Sudan-Special Services
2179,Suriname
2180,Suriname-Mobile Digicel
2181,Suriname-Mobile Others
2182,Swaziland
2183,Swaziland-Mobile MTN
2184,Swaziland-Mobile Others
2185,Sweden
2186,Sweden-Fixed Stockholm
2187,Sweden-Mobile Comviq
2188,Sweden-Mobile H3G
2189,Sweden-Mobile Others
2190,Sweden-Mobile Telia
2191,Sweden-Mobile Vodafone
2192,Sweden-Paging Services
2193,Sweden-Special Services
2194,Switzerland
2195,Switzerland-Corporate Numbering Services
2196,Switzerland-Mobile Bcell
2197,Switzerland-Mobile Inphone
2198,Switzerland-Mobile Orange
2199,Switzerland-Mobile Others
2200,Switzerland-Mobile Sunrise
2201,Switzerland-Mobile Swisscom
2202,Switzerland-Special Services
2203,Syria
2204,Syria-Mobile MTN
2205,Syria-Mobile Others
2206,Taiwan
2207,Taiwan-Fixed Taipei
2208,Taiwan-Mobile Chungwa
2209,Taiwan-Mobile Others
2210,Tajikistan
2211,Tajikistan-Fixed Dushanbe
2212,Tajikistan-Mobile Babilon
2213,Tajikistan-Mobile Others
2214,Tajikistan-Mobile Takom
2215,Tajikistan-Special Services
2216,Tanzania
2217,Tanzania-Fixed Dar es Salaam
2218,Tanzania-Mobile Dovetel
2219,Tanzania-Mobile Mobtel
2220,Tanzania-Mobile Others
2221,Tanzania-Mobile Vodacom
2222,Tanzania-Mobile Zain
2223,Tanzania-Mobile Zantel
2224,Thailand
2225,Thailand-Fixed Bangkok
2226,Thailand-Mobile
2227,Togo
2228,Togo-Interactive TV Services
2229,Togo-Mobile Others
2230,Togo-Mobile Telecel
2383,Togo-Mobile Telecel CP
2231,Togo-Mobile Togocel
2232,Tokelau
2233,Tonga
2234,Trinidad & Tobago
2235,Trinidad & Tobago-Mobile Digicel
2236,Trinidad & Tobago-Mobile Others
2237,Tunisia
2238,Tunisia-Fixed Orange
2239,Tunisia-Fixed Tunisi
2240,Tunisia-Mobile Orange
2241,Tunisia-Mobile Others
2242,Tunisia-Mobile Tunisiana
2243,Tunisia-Mobile Tuntel
2379,Tunisia-Special Services
2244,Turkey
2245,Turkey-Fixed Ankara
2246,Turkey-Fixed Istanbul
2247,Turkey-Fixed Metros
2248,Turkey-Mobile Avea
2369,Turkey-Mobile Globalstar
2249,Turkey-Mobile Others
2250,Turkey-Mobile Turkcell
2251,Turkey-Mobile Vodafone
2252,Turkey-North Cyprus
2253,Turkey-North Cyprus Mobile Turkcell
2254,Turkey-North Cyprus Mobile Vodafone
2255,Turkey-Special Services
2256,Turkmenistan
2257,Turkmenistan-Mobile
2258,Turks & Caicos
2259,Turks & Caicos-Mobile C&W
2260,Turks & Caicos-Mobile Digicel
2261,Turks & Caicos-Mobile Others
2262,Tuvalu
2263,Uganda
2264,Uganda-Mobile Celtel
2265,Uganda-Mobile Gemtel
2266,Uganda-Mobile MTN
2267,Uganda-Mobile Orange
2268,Uganda-Mobile Others
2269,Uganda-Mobile Smile
2270,Uganda-Mobile Utel
2271,Uganda-Mobile Warid
2272,Uganda-Special Services
2273,Ukraine
2274,Ukraine-Fixed Dnipropetrovsk
2275,Ukraine-Fixed Donetsk
2276,Ukraine-Fixed Kharkiv
2277,Ukraine-Fixed Kiev
2278,Ukraine-Fixed Lviv
2279,Ukraine-Fixed Odessa
2280,Ukraine-Mobile Astelit
2281,Ukraine-Mobile Beeline
2282,Ukraine-Mobile Golden Telecom
2283,Ukraine-Mobile Kyivstar
2284,Ukraine-Mobile MTS
2285,Ukraine-Mobile Others
2286,Ukraine-Mobile UKR Telecom
2370,Ukraine-Special Services
2287,United Arab Emirates
2288,United Arab Emirates-Fixed Sanacom
2289,United Arab Emirates-Mobile DU
2290,United Arab Emirates-Mobile Others
2291,United Kingdom
2292,United Kingdom-Fixed Local Calls
2293,United Kingdom-Fixed London
2294,United Kingdom-Fixed National Calls
2295,United Kingdom-Mobile H3G
2296,United Kingdom-Mobile O2
2297,United Kingdom-Mobile Orange
2298,United Kingdom-Mobile Others
2299,United Kingdom-Mobile T-Mobile
2300,United Kingdom-Mobile Vodafone
2301,United Kingdom-Personal Number
2302,United Kingdom-Special Services
2303,United States
2304,United States-Alaska
2305,United States-Directory Assistance
2306,United States-Fixed Hawaii
2307,United States-Toll Free Number
2308,Uruguay
2309,Uruguay-Fixed Montevideo
2310,Uruguay-Mobile Ancel
2311,Uruguay-Mobile Claro
2312,Uruguay-Mobile Movistar
2313,Uruguay-Mobile Others
2314,US Virgin Islands
2315,Uzbekistan
2316,Uzbekistan-Fixed Tashkent
2317,Uzbekistan-Mobile
2318,Vanuatu
2319,Vatican City
2320,Venezuela
2321,Venezuela-Fixed Caracas
2322,Venezuela-Fixed Maracaibo
2323,Venezuela-Fixed Valencia
2324,Venezuela-Mobile Digitel
2325,Venezuela-Mobile Movilnet
2326,Venezuela-Mobile Movistar
2327,Venezuela-Mobile Others
2328,Vietnam
2329,Vietnam-Fixed Hanoi
2330,Vietnam-Fixed Ho Chi Minh
2331,Vietnam-Mobile Mobifone
2332,Vietnam-Mobile Others
2333,Vietnam-Mobile Viettel
2334,Vietnam-Mobile Vinaphone
2335,Vietnam-Special Services
2336,Wallis & Futuna
2337,Western Samoa
2338,Western Samoa-Mobile
2339,Yemen
2340,Yemen-Mobile MTN
2341,Yemen-Mobile Others
2342,Yemen-Mobile Sabafon
2343,Yemen-Mobile Yementel
2344,Z-NOT ALLOWED
2345,Zambia
2346,Zambia-Mobile MTN
2347,Zambia-Mobile Others
2348,Zambia-Mobile Zain
2349,Zambia-Mobile Zantel
2350,Zimbabwe
2351,Zimbabwe-Fixed Harare
2352,Zimbabwe-Mobile Econet
2353,Zimbabwe-Mobile NetOne
2354,Zimbabwe-Mobile Others
2355,Zimbabwe-Mobile Telcel
2356,Zimbabwe-Special Services
